Sample Number,Time (s),D0,D1,D2,D3,D4,D5,,
4389,3.388000002,0,0,0,0,0,0,,
4390,3.389000002,0,0,0,0,0,0,,
4391,3.390000002,0,0,0,0,0,0,,
4392,3.391000002,0,0,0,0,0,0,,
4393,3.392000002,0,0,0,0,0,0,,
4394,3.393000002,0,0,0,0,0,0,,
4395,3.394000002,0,0,0,0,0,0,,
4396,3.395000002,0,0,0,0,0,0,,
4397,3.396000002,0,0,0,0,0,0,,
4398,3.397000002,0,0,0,0,0,0,,
4399,3.398000002,0,0,0,0,0,0,,
4400,3.399000002,0,0,0,0,0,0,,
4401,3.400000002,0,0,0,0,0,0,,
4402,3.401000002,0,0,0,0,0,0,,
4403,3.402000002,1,0,0,0,0,0,,
4404,3.403000002,1,0,0,0,0,0,,
4405,3.404000002,1,0,0,0,0,0,,
4406,3.405000002,1,0,0,0,0,0,,
4407,3.406000002,1,1,0,0,0,0,,
4408,3.407000002,1,1,0,0,0,0,,
4409,3.408000002,1,1,0,0,0,0,,
4410,3.409000002,1,1,0,0,0,0,,
4411,3.410000002,1,1,0,0,0,0,,
4412,3.411000002,1,1,0,0,0,0,,
4413,3.412000002,1,1,0,0,0,0,,
4414,3.413000002,0,1,0,0,0,0,,
4415,3.414000002,0,1,0,0,0,0,,
4416,3.415000002,0,1,0,0,0,0,,
4417,3.416000002,0,1,0,0,0,0,,
4418,3.417000002,0,0,0,0,0,0,,
4419,3.418000002,0,0,0,0,0,0,,
4420,3.419000002,0,0,0,0,0,0,,
4421,3.420000002,0,0,0,0,0,0,,
4422,3.421000002,0,0,0,0,0,0,,
4423,3.422000002,0,0,0,1,0,0,,
4424,3.423000002,0,0,0,1,0,0,,
4425,3.424000002,0,0,0,1,0,1,,
4426,3.425000002,0,0,0,1,0,1,,
4427,3.426000002,0,0,0,0,0,1,,
4428,3.427000002,0,0,1,0,0,1,,
4429,3.428000002,0,0,1,0,0,0,,
4430,3.429000002,0,0,1,0,1,0,,
4431,3.430000002,0,0,1,0,1,0,,
4432,3.431000002,0,0,0,0,1,0,,
4433,3.432000002,0,0,0,0,1,0,,
4434,3.433000002,0,0,0,0,0,0,,
4435,3.434000002,0,0,0,0,0,0,,
4436,3.435000002,0,0,0,0,0,0,,
4437,3.436000002,0,0,0,0,0,0,,
4438,3.437000002,0,0,0,0,0,0,,
4439,3.438000002,0,0,0,0,0,0,,
4440,3.439000002,0,0,0,0,0,0,,
4441,3.440000002,0,0,0,0,0,0,,
4442,3.441000002,0,0,0,0,0,0,,
4443,3.442000002,0,0,0,0,0,0,,
4444,3.443000002,0,0,0,0,0,0,,
4445,3.444000002,0,0,0,0,0,0,,
4446,3.445000002,0,0,0,0,0,0,,
4447,3.446000002,0,0,0,0,0,0,,
4448,3.447000002,0,0,0,0,0,0,,
4449,3.448000002,0,0,0,0,0,0,,
4450,3.449000002,0,0,0,0,0,0,,
4451,3.450000002,0,0,0,0,0,0,,
4452,3.451000002,0,0,0,0,0,0,,
4453,3.452000002,0,0,0,0,0,0,,
4454,3.453000002,0,0,0,0,0,0,,
4455,3.454000002,0,0,0,0,0,0,,
4456,3.455000002,0,0,0,0,0,0,,
4457,3.456000002,0,0,0,0,0,0,,
4458,3.457000002,0,0,0,0,0,0,,
4459,3.458000002,0,0,0,0,0,0,,
4460,3.459000002,0,0,0,0,0,0,,
4461,3.460000002,0,0,0,0,0,0,,
4462,3.461000002,0,0,0,0,0,0,,
4463,3.462000002,0,0,0,0,0,0,,
4464,3.463000002,0,0,0,0,0,0,,
4465,3.464000002,0,0,0,0,0,0,,
4466,3.465000002,0,0,0,0,0,0,,
4467,3.466000002,0,0,0,0,0,0,,
4468,3.467000002,0,0,0,0,0,0,,
4469,3.468000002,0,0,0,0,0,0,,
4470,3.469000002,0,0,0,0,0,0,,
4471,3.470000002,0,0,0,0,0,0,,
4472,3.471000002,0,0,0,0,0,0,,
4473,3.472000002,0,0,0,0,0,0,,
4474,3.473000002,0,0,0,0,0,0,,
4475,3.474000002,0,0,0,0,0,0,,
4476,3.475000002,0,0,0,0,0,0,,
4477,3.476000002,0,0,0,0,0,0,,
4478,3.477000002,0,0,0,0,0,0,,
4479,3.478000002,0,0,0,0,0,0,,
4480,3.479000002,0,0,0,0,0,0,,
4481,3.480000002,0,0,0,0,0,0,,
4482,3.481000002,0,0,0,0,0,0,,
4483,3.482000002,0,0,0,0,0,0,,
4484,3.483000002,0,0,0,0,0,0,,
4485,3.484000002,0,0,0,0,0,0,,
4486,3.485000002,0,0,0,0,0,0,,
4487,3.486000002,0,0,0,0,0,0,,
4488,3.487000002,0,0,0,0,0,0,,
4489,3.488000002,0,0,0,0,0,0,,
4490,3.489000002,0,0,0,0,0,0,,
4491,3.490000002,0,0,0,0,0,0,,
4492,3.491000002,0,0,0,0,0,0,,
4493,3.492000002,0,0,0,0,0,0,,
4494,3.493000002,0,0,0,0,0,0,,
4495,3.494000002,0,0,0,0,0,0,,
4496,3.495000002,0,0,0,0,0,0,,
4497,3.496000002,0,0,0,0,0,0,,
4498,3.497000002,0,0,0,0,0,0,,
4499,3.498000002,0,0,0,0,0,0,,
4500,3.499000002,0,0,0,0,0,0,,
4501,3.500000002,0,0,0,0,0,0,,
4502,3.501000002,0,0,0,0,0,0,,
4503,3.502000002,1,0,0,0,0,0,,
4504,3.503000002,1,0,0,0,0,0,,
4505,3.504000002,1,0,0,0,0,0,,
4506,3.505000002,1,0,0,0,0,0,,
4507,3.506000002,1,1,0,0,0,0,,
4508,3.507000002,1,1,0,0,0,0,,
4509,3.508000002,1,1,0,0,0,0,,
4510,3.509000002,1,1,0,0,0,0,,
4511,3.510000002,1,1,0,0,0,0,,
4512,3.511000002,1,1,0,0,0,0,,
4513,3.512000002,1,1,0,0,0,0,,
4514,3.513000002,0,1,0,0,0,0,,
4515,3.514000002,0,1,0,0,0,0,,
4516,3.515000002,0,1,0,0,0,0,,
4517,3.516000002,0,0,0,0,0,0,,
4518,3.517000002,0,0,0,0,0,0,,
4519,3.518000002,0,0,0,0,0,0,,
4520,3.519000002,0,0,0,0,0,0,,
4521,3.520000002,0,0,0,0,0,0,,
4522,3.521000002,0,0,0,0,0,0,,
4523,3.522000002,0,0,0,1,0,0,,
4524,3.523000002,0,0,0,1,0,0,,
4525,3.524000002,0,0,0,1,0,1,,
4526,3.525000002,0,0,0,0,0,1,,
4527,3.526000002,0,0,0,0,0,1,,
4528,3.527000002,0,0,1,0,0,1,,
4529,3.528000002,0,0,1,0,0,1,,
4530,3.529000002,0,0,1,0,1,1,,
4531,3.530000002,0,0,1,0,1,1,,
4532,3.531000002,0,0,0,0,1,0,,
4533,3.532000002,0,0,0,0,0,0,,
4534,3.533000002,0,0,0,0,0,0,,
4535,3.534000002,0,0,0,0,0,0,,
4536,3.535000002,0,0,0,0,0,0,,
4537,3.536000002,0,0,0,0,0,0,,
4538,3.537000002,0,0,0,0,0,0,,
4539,3.538000002,0,0,0,0,0,0,,
4540,3.539000002,0,0,0,0,0,0,,
4541,3.540000002,0,0,0,0,0,0,,
4542,3.541000002,0,0,0,0,0,0,,
4543,3.542000002,0,0,0,0,0,0,,
4544,3.543000002,0,0,0,0,0,0,,
4545,3.544000002,0,0,0,0,0,0,,
4546,3.545000002,0,0,0,0,0,0,,
4547,3.546000002,0,0,0,0,0,0,,
4548,3.547000002,0,0,0,0,0,0,,
4549,3.548000002,0,0,0,0,0,0,,
4550,3.549000002,0,0,0,0,0,0,,
4551,3.550000002,0,0,0,0,0,0,,
4552,3.551000002,0,0,0,0,0,0,,
4553,3.552000002,0,0,0,0,0,0,,
4554,3.553000002,0,0,0,0,0,0,,
4555,3.554000002,0,0,0,0,0,0,,
4556,3.555000002,0,0,0,0,0,0,,
4557,3.556000002,0,0,0,0,0,0,,
4558,3.557000002,0,0,0,0,0,0,,
4559,3.558000002,0,0,0,0,0,0,,
4560,3.559000002,0,0,0,0,0,0,,
4561,3.560000002,0,0,0,0,0,0,,
4562,3.561000002,0,0,0,0,0,0,,
4563,3.562000002,0,0,0,0,0,0,,
4564,3.563000002,0,0,0,0,0,0,,
4565,3.564000002,0,0,0,0,0,0,,
4566,3.565000002,0,0,0,0,0,0,,
4567,3.566000002,0,0,0,0,0,0,,
4568,3.567000002,0,0,0,0,0,0,,
4569,3.568000002,0,0,0,0,0,0,,
4570,3.569000002,0,0,0,0,0,0,,
4571,3.570000002,0,0,0,0,0,0,,
4572,3.571000002,0,0,0,0,0,0,,
4573,3.572000002,0,0,0,0,0,0,,
4574,3.573000002,0,0,0,0,0,0,,
4575,3.574000002,0,0,0,0,0,0,,
4576,3.575000002,0,0,0,0,0,0,,
4577,3.576000002,0,0,0,0,0,0,,
4578,3.577000002,0,0,0,0,0,0,,
4579,3.578000002,0,0,0,0,0,0,,
4580,3.579000002,0,0,0,0,0,0,,
4581,3.580000002,0,0,0,0,0,0,,
4582,3.581000002,0,0,0,0,0,0,,
4583,3.582000002,0,0,0,0,0,0,,
4584,3.583000002,0,0,0,0,0,0,,
4585,3.584000002,0,0,0,0,0,0,,
4586,3.585000002,0,0,0,0,0,0,,
4587,3.586000002,0,0,0,0,0,0,,
4588,3.587000002,0,0,0,0,0,0,,
4589,3.588000002,0,0,0,0,0,0,,
4590,3.589000002,0,0,0,0,0,0,,
4591,3.590000002,0,0,0,0,0,0,,
4592,3.591000002,0,0,0,0,0,0,,
4593,3.592000002,0,0,0,0,0,0,,
4594,3.593000002,0,0,0,0,0,0,,
4595,3.594000002,0,0,0,0,0,0,,
4596,3.595000002,0,0,0,0,0,0,,
4597,3.596000002,0,0,0,0,0,0,,
4598,3.597000002,0,0,0,0,0,0,,
4599,3.598000002,0,0,0,0,0,0,,
4600,3.599000002,0,0,0,0,0,0,,
4601,3.600000002,0,0,0,0,0,0,,
4602,3.601000002,0,0,0,0,0,0,,
4603,3.602000002,1,0,0,0,0,0,,
4604,3.603000002,1,0,0,0,0,0,,
4605,3.604000002,1,0,0,0,0,0,,
4606,3.605000002,1,0,0,0,0,0,,
4607,3.606000002,1,1,0,0,0,0,,
4608,3.607000002,1,1,0,0,0,0,,
4609,3.608000002,1,1,0,0,0,0,,
4610,3.609000002,1,1,0,0,0,0,,
4611,3.610000002,1,1,0,0,0,0,,
4612,3.611000002,1,1,0,0,0,0,,
4613,3.612000002,1,1,0,0,0,0,,
4614,3.613000002,0,1,0,0,0,0,,
4615,3.614000002,0,1,0,0,0,0,,
4616,3.615000002,0,1,0,0,0,0,,
4617,3.616000002,0,0,0,0,0,0,,
4618,3.617000002,0,0,0,0,0,0,,
4619,3.618000002,0,0,0,0,0,0,,
4620,3.619000002,0,0,0,0,0,0,,
4621,3.620000002,0,0,0,0,0,0,,
4622,3.621000002,0,0,0,0,0,0,,
4623,3.622000002,0,0,0,0,0,0,,
4624,3.623000002,0,0,0,0,0,0,,
4625,3.624000002,0,0,0,0,0,1,,
4626,3.625000002,0,0,0,0,0,1,,
4627,3.626000002,0,0,0,0,0,1,,
4628,3.627000002,0,0,1,0,0,1,,
4629,3.628000002,0,0,1,0,0,0,,
4630,3.629000002,0,0,1,0,1,0,,
4631,3.630000002,0,0,1,0,1,0,,
4632,3.631000002,0,0,0,0,1,0,,
4633,3.632000002,0,0,0,1,0,0,,
4634,3.633000002,0,0,0,1,0,0,,
4635,3.634000002,0,0,0,1,0,0,,
4636,3.635000002,0,0,0,1,0,0,,
4637,3.636000002,0,0,0,1,0,0,,
4638,3.637000002,0,0,0,0,0,0,,
4639,3.638000002,0,0,0,0,0,0,,
4640,3.639000002,0,0,0,0,0,0,,
4641,3.640000002,0,0,0,0,0,0,,
4642,3.641000002,0,0,0,0,0,0,,
4643,3.642000002,0,0,0,0,0,0,,
4644,3.643000002,0,0,0,0,0,0,,
4645,3.644000002,0,0,0,0,0,0,,
4646,3.645000002,0,0,0,0,0,0,,
4647,3.646000002,0,0,0,0,0,0,,
4648,3.647000002,0,0,0,0,0,0,,
4649,3.648000002,0,0,0,0,0,0,,
4650,3.649000002,0,0,0,0,0,0,,
4651,3.650000002,0,0,0,0,0,0,,
4652,3.651000002,0,0,0,0,0,0,,
4653,3.652000002,0,0,0,0,0,0,,
4654,3.653000002,0,0,0,0,0,0,,
4655,3.654000002,0,0,0,0,0,0,,
4656,3.655000002,0,0,0,0,0,0,,
4657,3.656000002,0,0,0,0,0,0,,
4658,3.657000002,0,0,0,0,0,0,,
4659,3.658000002,0,0,0,0,0,0,,
4660,3.659000002,0,0,0,0,0,0,,
4661,3.660000002,0,0,0,0,0,0,,
4662,3.661000002,0,0,0,0,0,0,,
4663,3.662000002,0,0,0,0,0,0,,
4664,3.663000002,0,0,0,0,0,0,,
4665,3.664000002,0,0,0,0,0,0,,
4666,3.665000002,0,0,0,0,0,0,,
4667,3.666000002,0,0,0,0,0,0,,
4668,3.667000002,0,0,0,0,0,0,,
4669,3.668000002,0,0,0,0,0,0,,
4670,3.669000002,0,0,0,0,0,0,,
4671,3.670000002,0,0,0,0,0,0,,
4672,3.671000002,0,0,0,0,0,0,,
4673,3.672000002,0,0,0,0,0,0,,
4674,3.673000002,0,0,0,0,0,0,,
4675,3.674000002,0,0,0,0,0,0,,
4676,3.675000002,0,0,0,0,0,0,,
4677,3.676000002,0,0,0,0,0,0,,
4678,3.677000002,0,0,0,0,0,0,,
4679,3.678000002,0,0,0,0,0,0,,
4680,3.679000002,0,0,0,0,0,0,,
4681,3.680000002,0,0,0,0,0,0,,
4682,3.681000002,0,0,0,0,0,0,,
4683,3.682000002,0,0,0,0,0,0,,
4684,3.683000002,0,0,0,0,0,0,,
4685,3.684000002,0,0,0,0,0,0,,
4686,3.685000002,0,0,0,0,0,0,,
4687,3.686000002,0,0,0,0,0,0,,
4688,3.687000002,0,0,0,0,0,0,,
4689,3.688000002,0,0,0,0,0,0,,
4690,3.689000002,0,0,0,0,0,0,,
4691,3.690000002,0,0,0,0,0,0,,
4692,3.691000002,0,0,0,0,0,0,,
4693,3.692000002,0,0,0,0,0,0,,
4694,3.693000002,0,0,0,0,0,0,,
4695,3.694000002,0,0,0,0,0,0,,
4696,3.695000002,0,0,0,0,0,0,,
4697,3.696000002,0,0,0,0,0,0,,
4698,3.697000002,0,0,0,0,0,0,,
4699,3.698000002,0,0,0,0,0,0,,
4700,3.699000002,0,0,0,0,0,0,,
4701,3.700000002,0,0,0,0,0,0,,
4702,3.701000002,0,0,0,0,0,0,,
4703,3.702000002,1,0,0,0,0,0,,
4704,3.703000002,1,0,0,0,0,0,,
4705,3.704000002,1,0,0,0,0,0,,
4706,3.705000002,1,0,0,0,0,0,,
4707,3.706000002,1,1,0,0,0,0,,
4708,3.707000002,1,1,0,0,0,0,,
4709,3.708000002,1,1,0,0,0,0,,
4710,3.709000002,1,1,0,0,0,0,,
4711,3.710000002,1,1,0,0,0,0,,
4712,3.711000002,1,1,0,0,0,0,,
4713,3.712000002,1,1,0,0,0,0,,
4714,3.713000002,0,1,0,0,0,0,,
4715,3.714000002,0,1,0,0,0,0,,
4716,3.715000002,0,1,0,0,0,0,,
4717,3.716000002,0,1,0,0,0,0,,
4718,3.717000002,0,0,0,0,0,0,,
4719,3.718000002,0,0,0,0,0,0,,
4720,3.719000002,0,0,0,0,0,0,,
4721,3.720000002,0,0,0,0,0,0,,
4722,3.721000002,0,0,0,0,0,0,,
4723,3.722000002,0,0,0,1,0,0,,
4724,3.723000002,0,0,0,1,0,0,,
4725,3.724000002,0,0,0,1,0,1,,
4726,3.725000002,0,0,0,1,0,1,,
4727,3.726000002,0,0,0,0,0,1,,
4728,3.727000002,0,0,1,0,0,1,,
4729,3.728000002,0,0,1,0,0,1,,
4730,3.729000002,0,0,1,0,1,1,,
4731,3.730000002,0,0,1,0,1,1,,
4732,3.731000002,0,0,0,0,0,0,,
4733,3.732000002,0,0,0,0,0,0,,
4734,3.733000002,0,0,0,0,0,0,,
4735,3.734000002,0,0,0,0,0,0,,
4736,3.735000002,0,0,0,0,0,0,,
4737,3.736000002,0,0,0,0,0,0,,
4738,3.737000002,0,0,0,0,0,0,,
4739,3.738000002,0,0,0,0,0,0,,
4740,3.739000002,0,0,0,0,0,0,,
4741,3.740000002,0,0,0,0,0,0,,
4742,3.741000002,0,0,0,0,0,0,,
4743,3.742000002,0,0,0,0,0,0,,
4744,3.743000002,0,0,0,0,0,0,,
4745,3.744000002,0,0,0,0,0,0,,
4746,3.745000002,0,0,0,0,0,0,,
4747,3.746000002,0,0,0,0,0,0,,
4748,3.747000002,0,0,0,0,0,0,,
4749,3.748000002,0,0,0,0,0,0,,
4750,3.749000002,0,0,0,0,0,0,,
4751,3.750000002,0,0,0,0,0,0,,
4752,3.751000002,0,0,0,0,0,0,,
4753,3.752000002,0,0,0,0,0,0,,
4754,3.753000002,0,0,0,0,0,0,,
4755,3.754000002,0,0,0,0,0,0,,
4756,3.755000002,0,0,0,0,0,0,,
4757,3.756000002,0,0,0,0,0,0,,
4758,3.757000002,0,0,0,0,0,0,,
4759,3.758000002,0,0,0,0,0,0,,
4760,3.759000002,0,0,0,0,0,0,,
4761,3.760000002,0,0,0,0,0,0,,
4762,3.761000002,0,0,0,0,0,0,,
4763,3.762000002,0,0,0,0,0,0,,
4764,3.763000002,0,0,0,0,0,0,,
4765,3.764000002,0,0,0,0,0,0,,
4766,3.765000002,0,0,0,0,0,0,,
4767,3.766000002,0,0,0,0,0,0,,
4768,3.767000002,0,0,0,0,0,0,,
4769,3.768000002,0,0,0,0,0,0,,
4770,3.769000002,0,0,0,0,0,0,,
4771,3.770000002,0,0,0,0,0,0,,
4772,3.771000002,0,0,0,0,0,0,,
4773,3.772000002,0,0,0,0,0,0,,
4774,3.773000002,0,0,0,0,0,0,,
4775,3.774000002,0,0,0,0,0,0,,
4776,3.775000002,0,0,0,0,0,0,,
4777,3.776000002,0,0,0,0,0,0,,
4778,3.777000002,0,0,0,0,0,0,,
4779,3.778000002,0,0,0,0,0,0,,
4780,3.779000002,0,0,0,0,0,0,,
4781,3.780000002,0,0,0,0,0,0,,
4782,3.781000002,0,0,0,0,0,0,,
4783,3.782000002,0,0,0,0,0,0,,
4784,3.783000002,0,0,0,0,0,0,,
4785,3.784000002,0,0,0,0,0,0,,
4786,3.785000002,0,0,0,0,0,0,,
4787,3.786000002,0,0,0,0,0,0,,
4788,3.787000002,0,0,0,0,0,0,,
4789,3.788000002,0,0,0,0,0,0,,
4790,3.789000002,0,0,0,0,0,0,,
4791,3.790000002,0,0,0,0,0,0,,
4792,3.791000002,0,0,0,0,0,0,,
4793,3.792000002,0,0,0,0,0,0,,
4794,3.793000002,0,0,0,0,0,0,,
4795,3.794000002,0,0,0,0,0,0,,
4796,3.795000002,0,0,0,0,0,0,,
4797,3.796000002,0,0,0,0,0,0,,
4798,3.797000002,0,0,0,0,0,0,,
4799,3.798000002,0,0,0,0,0,0,,
4800,3.799000002,0,0,0,0,0,0,,
4801,3.800000002,0,0,0,0,0,0,,
4802,3.801000002,0,0,0,0,0,0,,
4803,3.802000002,1,0,0,0,0,0,,
4804,3.803000002,1,0,0,0,0,0,,
4805,3.804000002,1,0,0,0,0,0,,
4806,3.805000002,1,0,0,0,0,0,,
4807,3.806000002,1,1,0,0,0,0,,
4808,3.807000002,1,1,0,0,0,0,,
4809,3.808000002,1,1,0,0,0,0,,
4810,3.809000002,1,1,0,0,0,0,,
4811,3.810000002,1,1,0,0,0,0,,
4812,3.811000002,1,1,0,0,0,0,,
4813,3.812000002,1,1,0,0,0,0,,
4814,3.813000002,0,1,0,0,0,0,,
4815,3.814000002,0,1,0,0,0,0,,
4816,3.815000002,0,1,0,0,0,0,,
4817,3.816000002,0,0,0,0,0,0,,
4818,3.817000002,0,0,0,0,0,0,,
4819,3.818000002,0,0,0,0,0,0,,
4820,3.819000002,0,0,0,0,0,0,,
4821,3.820000002,0,0,0,0,0,0,,
4822,3.821000002,0,0,0,0,0,0,,
4823,3.822000002,0,0,0,1,0,0,,
4824,3.823000002,0,0,0,1,0,0,,
4825,3.824000002,0,0,0,1,0,1,,
4826,3.825000002,0,0,0,0,0,1,,
4827,3.826000002,0,0,0,0,0,1,,
4828,3.827000002,0,0,1,0,0,1,,
4829,3.828000002,0,0,1,0,0,0,,
4830,3.829000002,0,0,1,0,1,0,,
4831,3.830000002,0,0,0,0,1,0,,
4832,3.831000002,0,0,0,0,1,0,,
4833,3.832000002,0,0,0,0,1,0,,
4834,3.833000002,0,0,0,0,1,0,,
4835,3.834000002,0,0,0,0,1,0,,
4836,3.835000002,0,0,0,0,0,0,,
4837,3.836000002,0,0,0,0,0,0,,
4838,3.837000002,0,0,0,0,0,0,,
4839,3.838000002,0,0,0,0,0,0,,
4840,3.839000002,0,0,0,0,0,0,,
4841,3.840000002,0,0,0,0,0,0,,
4842,3.841000002,0,0,0,0,0,0,,
4843,3.842000002,0,0,0,0,0,0,,
4844,3.843000002,0,0,0,0,0,0,,
4845,3.844000002,0,0,0,0,0,0,,
4846,3.845000002,0,0,0,0,0,0,,
4847,3.846000002,0,0,0,0,0,0,,
4848,3.847000002,0,0,0,0,0,0,,
4849,3.848000002,0,0,0,0,0,0,,
4850,3.849000002,0,0,0,0,0,0,,
4851,3.850000002,0,0,0,0,0,0,,
4852,3.851000002,0,0,0,0,0,0,,
4853,3.852000002,0,0,0,0,0,0,,
4854,3.853000002,0,0,0,0,0,0,,
4855,3.854000002,0,0,0,0,0,0,,
4856,3.855000002,0,0,0,0,0,0,,
4857,3.856000002,0,0,0,0,0,0,,
4858,3.857000002,0,0,0,0,0,0,,
4859,3.858000002,0,0,0,0,0,0,,
4860,3.859000002,0,0,0,0,0,0,,
4861,3.860000002,0,0,0,0,0,0,,
4862,3.861000002,0,0,0,0,0,0,,
4863,3.862000002,0,0,0,0,0,0,,
4864,3.863000002,0,0,0,0,0,0,,
4865,3.864000002,0,0,0,0,0,0,,
4866,3.865000002,0,0,0,0,0,0,,
4867,3.866000002,0,0,0,0,0,0,,
4868,3.867000002,0,0,0,0,0,0,,
4869,3.868000002,0,0,0,0,0,0,,
4870,3.869000002,0,0,0,0,0,0,,
4871,3.870000002,0,0,0,0,0,0,,
4872,3.871000002,0,0,0,0,0,0,,
4873,3.872000002,0,0,0,0,0,0,,
4874,3.873000002,0,0,0,0,0,0,,
4875,3.874000002,0,0,0,0,0,0,,
4876,3.875000002,0,0,0,0,0,0,,
4877,3.876000002,0,0,0,0,0,0,,
4878,3.877000002,0,0,0,0,0,0,,
4879,3.878000002,0,0,0,0,0,0,,
4880,3.879000002,0,0,0,0,0,0,,
4881,3.880000002,0,0,0,0,0,0,,
4882,3.881000002,0,0,0,0,0,0,,
4883,3.882000002,0,0,0,0,0,0,,
4884,3.883000002,0,0,0,0,0,0,,
4885,3.884000002,0,0,0,0,0,0,,
4886,3.885000002,0,0,0,0,0,0,,
4887,3.886000002,0,0,0,0,0,0,,
4888,3.887000002,0,0,0,0,0,0,,
4889,3.888000002,0,0,0,0,0,0,,
4890,3.889000002,0,0,0,0,0,0,,
4891,3.890000002,0,0,0,0,0,0,,
4892,3.891000002,0,0,0,0,0,0,,
4893,3.892000002,0,0,0,0,0,0,,
4894,3.893000002,0,0,0,0,0,0,,
4895,3.894000002,0,0,0,0,0,0,,
4896,3.895000002,0,0,0,0,0,0,,
4897,3.896000002,0,0,0,0,0,0,,
4898,3.897000002,0,0,0,0,0,0,,
4899,3.898000002,0,0,0,0,0,0,,
4900,3.899000002,0,0,0,0,0,0,,
4901,3.900000002,0,0,0,0,0,0,,
4902,3.901000002,0,0,0,0,0,0,,
4903,3.902000002,1,0,0,0,0,0,,
4904,3.903000002,1,0,0,0,0,0,,
4905,3.904000002,1,0,0,0,0,0,,
4906,3.905000002,1,1,0,0,0,0,,
4907,3.906000002,1,1,0,0,0,0,,
4908,3.907000002,1,1,0,0,0,0,,
4909,3.908000002,1,1,0,0,0,0,,
4910,3.909000002,1,1,0,0,0,0,,
4911,3.910000002,1,1,0,0,0,0,,
4912,3.911000002,1,1,0,0,0,0,,
4913,3.912000002,1,1,0,0,0,0,,
4914,3.913000002,1,1,0,0,0,0,,
4915,3.914000002,0,1,0,0,0,0,,
4916,3.915000002,0,1,0,0,0,0,,
4917,3.916000002,0,1,0,0,0,0,,
4918,3.917000002,0,0,0,0,0,0,,
4919,3.918000002,0,0,0,0,0,0,,
4920,3.919000002,0,0,0,0,0,0,,
4921,3.920000002,0,0,0,0,0,0,,
4922,3.921000002,0,0,0,0,0,0,,
4923,3.922000002,0,0,0,1,0,0,,
4924,3.923000002,0,0,0,1,0,0,,
4925,3.924000002,0,0,0,1,0,1,,
4926,3.925000002,0,0,0,1,0,1,,
4927,3.926000002,0,0,0,1,0,1,,
4928,3.927000002,0,0,1,1,0,1,,
4929,3.928000002,0,0,1,0,0,0,,
4930,3.929000002,0,0,1,0,1,0,,
4931,3.930000002,0,0,1,0,1,0,,
4932,3.931000002,0,0,0,0,1,0,,
4933,3.932000002,0,0,0,0,1,0,,
4934,3.933000002,0,0,0,0,0,0,,
4935,3.934000002,0,0,0,0,0,0,,
4936,3.935000002,0,0,0,0,0,0,,
4937,3.936000002,0,0,0,0,0,0,,
4938,3.937000002,0,0,0,0,0,0,,
4939,3.938000002,0,0,0,0,0,0,,
4940,3.939000002,0,0,0,0,0,0,,
4941,3.940000002,0,0,0,0,0,0,,
4942,3.941000002,0,0,0,0,0,0,,
4943,3.942000002,0,0,0,0,0,0,,
4944,3.943000002,0,0,0,0,0,0,,
4945,3.944000002,0,0,0,0,0,0,,
4946,3.945000002,0,0,0,0,0,0,,
4947,3.946000002,0,0,0,0,0,0,,
4948,3.947000002,0,0,0,0,0,0,,
4949,3.948000002,0,0,0,0,0,0,,
4950,3.949000002,0,0,0,0,0,0,,
4951,3.950000002,0,0,0,0,0,0,,
4952,3.951000002,0,0,0,0,0,0,,
4953,3.952000002,0,0,0,0,0,0,,
4954,3.953000002,0,0,0,0,0,0,,
4955,3.954000002,0,0,0,0,0,0,,
4956,3.955000002,0,0,0,0,0,0,,
4957,3.956000002,0,0,0,0,0,0,,
4958,3.957000002,0,0,0,0,0,0,,
4959,3.958000002,0,0,0,0,0,0,,
4960,3.959000002,0,0,0,0,0,0,,
4961,3.960000002,0,0,0,0,0,0,,
4962,3.961000002,0,0,0,0,0,0,,
4963,3.962000002,0,0,0,0,0,0,,
4964,3.963000002,0,0,0,0,0,0,,
4965,3.964000002,0,0,0,0,0,0,,
4966,3.965000002,0,0,0,0,0,0,,
4967,3.966000002,0,0,0,0,0,0,,
4968,3.967000002,0,0,0,0,0,0,,
4969,3.968000002,0,0,0,0,0,0,,
4970,3.969000002,0,0,0,0,0,0,,
4971,3.970000002,0,0,0,0,0,0,,
4972,3.971000002,0,0,0,0,0,0,,
4973,3.972000002,0,0,0,0,0,0,,
4974,3.973000002,0,0,0,0,0,0,,
4975,3.974000002,0,0,0,0,0,0,,
4976,3.975000002,0,0,0,0,0,0,,
4977,3.976000002,0,0,0,0,0,0,,
4978,3.977000002,0,0,0,0,0,0,,
4979,3.978000002,0,0,0,0,0,0,,
4980,3.979000002,0,0,0,0,0,0,,
4981,3.980000002,0,0,0,0,0,0,,
4982,3.981000002,0,0,0,0,0,0,,
4983,3.982000002,0,0,0,0,0,0,,
4984,3.983000002,0,0,0,0,0,0,,
4985,3.984000002,0,0,0,0,0,0,,
4986,3.985000002,0,0,0,0,0,0,,
4987,3.986000002,0,0,0,0,0,0,,
4988,3.987000002,0,0,0,0,0,0,,
4989,3.988000002,0,0,0,0,0,0,,
4990,3.989000002,0,0,0,0,0,0,,
4991,3.990000002,0,0,0,0,0,0,,
4992,3.991000002,0,0,0,0,0,0,,
4993,3.992000002,0,0,0,0,0,0,,
4994,3.993000002,0,0,0,0,0,0,,
4995,3.994000002,0,0,0,0,0,0,,
