Sample Number,Time (s),D0,D1,D2,D3,D4,D5,,
2279,1.278000002,0,0,0,0,0,0,,
2280,1.279000002,0,0,0,0,0,0,,
2281,1.280000002,0,0,0,0,0,0,,
2282,1.281000002,0,0,0,0,0,0,,
2283,1.282000002,0,0,0,0,0,0,,
2284,1.283000002,0,0,0,0,0,0,,
2285,1.284000002,0,0,0,0,0,0,,
2286,1.285000002,0,0,0,0,0,0,,
2287,1.286000002,0,0,0,0,0,0,,
2288,1.287000002,0,0,0,0,0,0,,
2289,1.288000002,0,0,0,0,0,0,,
2290,1.289000002,0,0,0,0,0,0,,
2291,1.290000002,0,0,0,0,0,0,,
2292,1.291000002,0,0,0,0,0,0,,
2293,1.292000002,0,0,0,0,0,0,,
2294,1.293000002,0,0,0,0,0,0,,
2295,1.294000002,0,0,0,0,0,0,,
2296,1.295000002,0,0,0,0,0,0,,
2297,1.296000002,0,0,0,0,0,0,,
2298,1.297000002,0,0,0,0,0,0,,
2299,1.298000002,0,0,0,0,0,0,,
2300,1.299000002,0,0,0,0,0,0,,
2301,1.300000002,0,0,0,0,0,0,,
2302,1.301000002,1,0,0,0,0,0,,
2303,1.302000002,1,0,0,0,0,0,,
2304,1.303000002,1,0,0,0,0,0,,
2305,1.304000002,1,0,0,0,0,0,,
2306,1.305000002,1,1,0,0,0,0,,
2307,1.306000002,1,1,0,0,0,0,,
2308,1.307000002,1,1,0,0,0,0,,
2309,1.308000002,1,1,0,0,0,0,,
2310,1.309000002,1,1,0,0,0,0,,
2311,1.310000002,1,1,0,0,0,0,,
2312,1.311000002,1,1,0,0,0,0,,
2313,1.312000002,0,1,0,0,0,0,,
2314,1.313000002,0,1,0,0,0,0,,
2315,1.314000002,0,1,0,0,0,0,,
2316,1.315000002,0,0,0,0,0,0,,
2317,1.316000002,0,0,0,0,0,0,,
2318,1.317000002,0,0,0,0,0,0,,
2319,1.318000002,0,0,0,0,0,0,,
2320,1.319000002,0,0,0,0,0,0,,
2321,1.320000002,0,0,0,0,0,0,,
2322,1.321000002,0,0,0,0,0,0,,
2323,1.322000002,0,0,0,1,0,0,,
2324,1.323000002,0,0,0,1,0,0,,
2325,1.324000002,0,0,0,1,0,1,,
2326,1.325000002,0,0,0,0,0,1,,
2327,1.326000002,0,0,0,0,0,1,,
2328,1.327000002,0,0,1,0,0,1,,
2329,1.328000002,0,0,1,0,0,1,,
2330,1.329000002,0,0,1,0,1,0,,
2331,1.330000002,0,0,1,0,1,0,,
2332,1.331000002,0,0,0,0,1,0,,
2333,1.332000002,0,0,0,0,0,0,,
2334,1.333000002,0,0,0,0,0,0,,
2335,1.334000002,0,0,0,0,0,0,,
2336,1.335000002,0,0,0,0,0,0,,
2337,1.336000002,0,0,0,0,0,0,,
2338,1.337000002,0,0,0,0,0,0,,
2339,1.338000002,0,0,0,0,0,0,,
2340,1.339000002,0,0,0,0,0,0,,
2341,1.340000002,0,0,0,0,0,0,,
2342,1.341000002,0,0,0,0,0,0,,
2343,1.342000002,0,0,0,0,0,0,,
2344,1.343000002,0,0,0,0,0,0,,
2345,1.344000002,0,0,0,0,0,0,,
2346,1.345000002,0,0,0,0,0,0,,
2347,1.346000002,0,0,0,0,0,0,,
2348,1.347000002,0,0,0,0,0,0,,
2349,1.348000002,0,0,0,0,0,0,,
2350,1.349000002,0,0,0,0,0,0,,
2351,1.350000002,0,0,0,0,0,0,,
2352,1.351000002,0,0,0,0,0,0,,
2353,1.352000002,0,0,0,0,0,0,,
2354,1.353000002,0,0,0,0,0,0,,
2355,1.354000002,0,0,0,0,0,0,,
2356,1.355000002,0,0,0,0,0,0,,
2357,1.356000002,0,0,0,0,0,0,,
2358,1.357000002,0,0,0,0,0,0,,
2359,1.358000002,0,0,0,0,0,0,,
2360,1.359000002,0,0,0,0,0,0,,
2361,1.360000002,0,0,0,0,0,0,,
2362,1.361000002,0,0,0,0,0,0,,
2363,1.362000002,0,0,0,0,0,0,,
2364,1.363000002,0,0,0,0,0,0,,
2365,1.364000002,0,0,0,0,0,0,,
2366,1.365000002,0,0,0,0,0,0,,
2367,1.366000002,0,0,0,0,0,0,,
2368,1.367000002,0,0,0,0,0,0,,
2369,1.368000002,0,0,0,0,0,0,,
2370,1.369000002,0,0,0,0,0,0,,
2371,1.370000002,0,0,0,0,0,0,,
2372,1.371000002,0,0,0,0,0,0,,
2373,1.372000002,0,0,0,0,0,0,,
2374,1.373000002,0,0,0,0,0,0,,
2375,1.374000002,0,0,0,0,0,0,,
2376,1.375000002,0,0,0,0,0,0,,
2377,1.376000002,0,0,0,0,0,0,,
2378,1.377000002,0,0,0,0,0,0,,
2379,1.378000002,0,0,0,0,0,0,,
2380,1.379000002,0,0,0,0,0,0,,
2381,1.380000002,0,0,0,0,0,0,,
2382,1.381000002,0,0,0,0,0,0,,
2383,1.382000002,0,0,0,0,0,0,,
2384,1.383000002,0,0,0,0,0,0,,
2385,1.384000002,0,0,0,0,0,0,,
2386,1.385000002,0,0,0,0,0,0,,
2387,1.386000002,0,0,0,0,0,0,,
2388,1.387000002,0,0,0,0,0,0,,
2389,1.388000002,0,0,0,0,0,0,,
2390,1.389000002,0,0,0,0,0,0,,
2391,1.390000002,0,0,0,0,0,0,,
2392,1.391000002,0,0,0,0,0,0,,
2393,1.392000002,0,0,0,0,0,0,,
2394,1.393000002,0,0,0,0,0,0,,
2395,1.394000002,0,0,0,0,0,0,,
2396,1.395000002,0,0,0,0,0,0,,
2397,1.396000002,0,0,0,0,0,0,,
2398,1.397000002,0,0,0,0,0,0,,
2399,1.398000002,0,0,0,0,0,0,,
2400,1.399000002,0,0,0,0,0,0,,
2401,1.400000002,0,0,0,0,0,0,,
2402,1.401000002,1,0,0,0,0,0,,
2403,1.402000002,1,0,0,0,0,0,,
2404,1.403000002,1,0,0,0,0,0,,
2405,1.404000002,1,0,0,0,0,0,,
2406,1.405000002,1,1,0,0,0,0,,
2407,1.406000002,1,1,0,0,0,0,,
2408,1.407000002,1,1,0,0,0,0,,
2409,1.408000002,1,1,0,0,0,0,,
2410,1.409000002,1,1,0,0,0,0,,
2411,1.410000002,1,1,0,0,0,0,,
2412,1.411000002,1,1,0,0,0,0,,
2413,1.412000002,0,1,0,0,0,0,,
2414,1.413000002,0,1,0,0,0,0,,
2415,1.414000002,0,1,0,0,0,0,,
2416,1.415000002,0,0,0,0,0,0,,
2417,1.416000002,0,0,0,0,0,0,,
2418,1.417000002,0,0,0,0,0,0,,
2419,1.418000002,0,0,0,0,0,0,,
2420,1.419000002,0,0,0,0,0,0,,
2421,1.420000002,0,0,0,0,0,0,,
2422,1.421000002,0,0,0,0,0,0,,
2423,1.422000002,0,0,0,1,0,0,,
2424,1.423000002,0,0,0,1,0,0,,
2425,1.424000002,0,0,0,1,0,1,,
2426,1.425000002,0,0,0,0,0,1,,
2427,1.426000002,0,0,0,0,0,1,,
2428,1.427000002,0,0,1,0,0,1,,
2429,1.428000002,0,0,1,0,0,0,,
2430,1.429000002,0,0,1,0,1,0,,
2431,1.430000002,0,0,1,0,1,0,,
2432,1.431000002,0,0,1,0,1,0,,
2433,1.432000002,0,0,1,0,1,0,,
2434,1.433000002,0,0,0,0,0,0,,
2435,1.434000002,0,0,0,0,0,0,,
2436,1.435000002,0,0,0,0,0,0,,
2437,1.436000002,0,0,0,0,0,0,,
2438,1.437000002,0,0,0,0,0,0,,
2439,1.438000002,0,0,0,0,0,0,,
2440,1.439000002,0,0,0,0,0,0,,
2441,1.440000002,0,0,0,0,0,0,,
2442,1.441000002,0,0,0,0,0,0,,
2443,1.442000002,0,0,0,0,0,0,,
2444,1.443000002,0,0,0,0,0,0,,
2445,1.444000002,0,0,0,0,0,0,,
2446,1.445000002,0,0,0,0,0,0,,
2447,1.446000002,0,0,0,0,0,0,,
2448,1.447000002,0,0,0,0,0,0,,
2449,1.448000002,0,0,0,0,0,0,,
2450,1.449000002,0,0,0,0,0,0,,
2451,1.450000002,0,0,0,0,0,0,,
2452,1.451000002,0,0,0,0,0,0,,
2453,1.452000002,0,0,0,0,0,0,,
2454,1.453000002,0,0,0,0,0,0,,
2455,1.454000002,0,0,0,0,0,0,,
2456,1.455000002,0,0,0,0,0,0,,
2457,1.456000002,0,0,0,0,0,0,,
2458,1.457000002,0,0,0,0,0,0,,
2459,1.458000002,0,0,0,0,0,0,,
2460,1.459000002,0,0,0,0,0,0,,
2461,1.460000002,0,0,0,0,0,0,,
2462,1.461000002,0,0,0,0,0,0,,
2463,1.462000002,0,0,0,0,0,0,,
2464,1.463000002,0,0,0,0,0,0,,
2465,1.464000002,0,0,0,0,0,0,,
2466,1.465000002,0,0,0,0,0,0,,
2467,1.466000002,0,0,0,0,0,0,,
2468,1.467000002,0,0,0,0,0,0,,
2469,1.468000002,0,0,0,0,0,0,,
2470,1.469000002,0,0,0,0,0,0,,
2471,1.470000002,0,0,0,0,0,0,,
2472,1.471000002,0,0,0,0,0,0,,
2473,1.472000002,0,0,0,0,0,0,,
2474,1.473000002,0,0,0,0,0,0,,
2475,1.474000002,0,0,0,0,0,0,,
2476,1.475000002,0,0,0,0,0,0,,
2477,1.476000002,0,0,0,0,0,0,,
2478,1.477000002,0,0,0,0,0,0,,
2479,1.478000002,0,0,0,0,0,0,,
2480,1.479000002,0,0,0,0,0,0,,
2481,1.480000002,0,0,0,0,0,0,,
2482,1.481000002,0,0,0,0,0,0,,
2483,1.482000002,0,0,0,0,0,0,,
2484,1.483000002,0,0,0,0,0,0,,
2485,1.484000002,0,0,0,0,0,0,,
2486,1.485000002,0,0,0,0,0,0,,
2487,1.486000002,0,0,0,0,0,0,,
2488,1.487000002,0,0,0,0,0,0,,
2489,1.488000002,0,0,0,0,0,0,,
2490,1.489000002,0,0,0,0,0,0,,
2491,1.490000002,0,0,0,0,0,0,,
2492,1.491000002,0,0,0,0,0,0,,
2493,1.492000002,0,0,0,0,0,0,,
2494,1.493000002,0,0,0,0,0,0,,
2495,1.494000002,0,0,0,0,0,0,,
2496,1.495000002,0,0,0,0,0,0,,
2497,1.496000002,0,0,0,0,0,0,,
2498,1.497000002,0,0,0,0,0,0,,
2499,1.498000002,0,0,0,0,0,0,,
2500,1.499000002,0,0,0,0,0,0,,
2501,1.500000002,0,0,0,0,0,0,,
2502,1.501000002,1,0,0,0,0,0,,
2503,1.502000002,1,0,0,0,0,0,,
2504,1.503000002,1,0,0,0,0,0,,
2505,1.504000002,1,0,0,0,0,0,,
2506,1.505000002,1,1,0,0,0,0,,
2507,1.506000002,1,1,0,0,0,0,,
2508,1.507000002,1,1,0,0,0,0,,
2509,1.508000002,1,1,0,0,0,0,,
2510,1.509000002,1,1,0,0,0,0,,
2511,1.510000002,1,1,0,0,0,0,,
2512,1.511000002,1,1,0,0,0,0,,
2513,1.512000002,0,1,0,0,0,0,,
2514,1.513000002,0,1,0,0,0,0,,
2515,1.514000002,0,1,0,0,0,0,,
2516,1.515000002,0,1,0,0,0,0,,
2517,1.516000002,0,0,0,0,0,0,,
2518,1.517000002,0,0,0,0,0,0,,
2519,1.518000002,0,0,0,0,0,0,,
2520,1.519000002,0,0,0,0,0,0,,
2521,1.520000002,0,0,0,0,0,0,,
2522,1.521000002,0,0,0,0,0,0,,
2523,1.522000002,0,0,0,0,0,0,,
2524,1.523000002,0,0,0,1,0,0,,
2525,1.524000002,0,0,0,1,0,1,,
2526,1.525000002,0,0,0,1,0,1,,
2527,1.526000002,0,0,0,0,0,1,,
2528,1.527000002,0,0,1,0,0,1,,
2529,1.528000002,0,0,1,0,0,1,,
2530,1.529000002,0,0,1,0,1,1,,
2531,1.530000002,0,0,1,0,1,0,,
2532,1.531000002,0,0,0,0,1,0,,
2533,1.532000002,0,0,0,0,0,0,,
2534,1.533000002,0,0,0,0,0,0,,
2535,1.534000002,0,0,0,0,0,0,,
2536,1.535000002,0,0,0,0,0,0,,
2537,1.536000002,0,0,0,0,0,0,,
2538,1.537000002,0,0,0,0,0,0,,
2539,1.538000002,0,0,0,0,0,0,,
2540,1.539000002,0,0,0,0,0,0,,
2541,1.540000002,0,0,0,0,0,0,,
2542,1.541000002,0,0,0,0,0,0,,
2543,1.542000002,0,0,0,0,0,0,,
2544,1.543000002,0,0,0,0,0,0,,
2545,1.544000002,0,0,0,0,0,0,,
2546,1.545000002,0,0,0,0,0,0,,
2547,1.546000002,0,0,0,0,0,0,,
2548,1.547000002,0,0,0,0,0,0,,
2549,1.548000002,0,0,0,0,0,0,,
2550,1.549000002,0,0,0,0,0,0,,
2551,1.550000002,0,0,0,0,0,0,,
2552,1.551000002,0,0,0,0,0,0,,
2553,1.552000002,0,0,0,0,0,0,,
2554,1.553000002,0,0,0,0,0,0,,
2555,1.554000002,0,0,0,0,0,0,,
2556,1.555000002,0,0,0,0,0,0,,
2557,1.556000002,0,0,0,0,0,0,,
2558,1.557000002,0,0,0,0,0,0,,
2559,1.558000002,0,0,0,0,0,0,,
2560,1.559000002,0,0,0,0,0,0,,
2561,1.560000002,0,0,0,0,0,0,,
2562,1.561000002,0,0,0,0,0,0,,
2563,1.562000002,0,0,0,0,0,0,,
2564,1.563000002,0,0,0,0,0,0,,
2565,1.564000002,0,0,0,0,0,0,,
2566,1.565000002,0,0,0,0,0,0,,
2567,1.566000002,0,0,0,0,0,0,,
2568,1.567000002,0,0,0,0,0,0,,
2569,1.568000002,0,0,0,0,0,0,,
2570,1.569000002,0,0,0,0,0,0,,
2571,1.570000002,0,0,0,0,0,0,,
2572,1.571000002,0,0,0,0,0,0,,
2573,1.572000002,0,0,0,0,0,0,,
2574,1.573000002,0,0,0,0,0,0,,
2575,1.574000002,0,0,0,0,0,0,,
2576,1.575000002,0,0,0,0,0,0,,
2577,1.576000002,0,0,0,0,0,0,,
2578,1.577000002,0,0,0,0,0,0,,
2579,1.578000002,0,0,0,0,0,0,,
2580,1.579000002,0,0,0,0,0,0,,
2581,1.580000002,0,0,0,0,0,0,,
2582,1.581000002,0,0,0,0,0,0,,
2583,1.582000002,0,0,0,0,0,0,,
2584,1.583000002,0,0,0,0,0,0,,
2585,1.584000002,0,0,0,0,0,0,,
2586,1.585000002,0,0,0,0,0,0,,
2587,1.586000002,0,0,0,0,0,0,,
2588,1.587000002,0,0,0,0,0,0,,
2589,1.588000002,0,0,0,0,0,0,,
2590,1.589000002,0,0,0,0,0,0,,
2591,1.590000002,0,0,0,0,0,0,,
2592,1.591000002,0,0,0,0,0,0,,
2593,1.592000002,0,0,0,0,0,0,,
2594,1.593000002,0,0,0,0,0,0,,
2595,1.594000002,0,0,0,0,0,0,,
2596,1.595000002,0,0,0,0,0,0,,
2597,1.596000002,0,0,0,0,0,0,,
2598,1.597000002,0,0,0,0,0,0,,
2599,1.598000002,0,0,0,0,0,0,,
2600,1.599000002,0,0,0,0,0,0,,
2601,1.600000002,0,0,0,0,0,0,,
2602,1.601000002,1,0,0,0,0,0,,
2603,1.602000002,1,0,0,0,0,0,,
2604,1.603000002,1,0,0,0,0,0,,
2605,1.604000002,1,1,0,0,0,0,,
2606,1.605000002,1,1,0,0,0,0,,
2607,1.606000002,1,1,0,0,0,0,,
2608,1.607000002,1,1,0,0,0,0,,
2609,1.608000002,1,1,0,0,0,0,,
2610,1.609000002,1,1,0,0,0,0,,
2611,1.610000002,1,1,0,0,0,0,,
2612,1.611000002,1,1,0,0,0,0,,
2613,1.612000002,0,1,0,0,0,0,,
2614,1.613000002,0,1,0,0,0,0,,
2615,1.614000002,0,1,0,0,0,0,,
2616,1.615000002,0,1,0,0,0,0,,
2617,1.616000002,0,0,0,0,0,0,,
2618,1.617000002,0,0,0,0,0,0,,
2619,1.618000002,0,0,0,0,0,0,,
2620,1.619000002,0,0,0,0,0,0,,
2621,1.620000002,0,0,0,0,0,0,,
2622,1.621000002,0,0,0,0,0,0,,
2623,1.622000002,0,0,0,1,0,0,,
2624,1.623000002,0,0,0,1,0,0,,
2625,1.624000002,0,0,0,1,0,1,,
2626,1.625000002,0,0,0,0,0,1,,
2627,1.626000002,0,0,0,0,0,1,,
2628,1.627000002,0,0,1,0,0,1,,
2629,1.628000002,0,0,1,0,0,0,,
2630,1.629000002,0,0,1,0,1,0,,
2631,1.630000002,0,0,0,0,1,0,,
2632,1.631000002,0,0,0,0,1,0,,
2633,1.632000002,0,0,0,0,1,0,,
2634,1.633000002,0,0,0,0,0,0,,
2635,1.634000002,0,0,0,0,0,0,,
2636,1.635000002,0,0,0,0,0,0,,
2637,1.636000002,0,0,0,0,0,0,,
2638,1.637000002,0,0,0,0,0,0,,
2639,1.638000002,0,0,0,0,0,0,,
2640,1.639000002,0,0,0,0,0,0,,
2641,1.640000002,0,0,0,0,0,0,,
2642,1.641000002,0,0,0,0,0,0,,
2643,1.642000002,0,0,0,0,0,0,,
2644,1.643000002,0,0,0,0,0,0,,
2645,1.644000002,0,0,0,0,0,0,,
2646,1.645000002,0,0,0,0,0,0,,
2647,1.646000002,0,0,0,0,0,0,,
2648,1.647000002,0,0,0,0,0,0,,
2649,1.648000002,0,0,0,0,0,0,,
2650,1.649000002,0,0,0,0,0,0,,
2651,1.650000002,0,0,0,0,0,0,,
2652,1.651000002,0,0,0,0,0,0,,
2653,1.652000002,0,0,0,0,0,0,,
2654,1.653000002,0,0,0,0,0,0,,
2655,1.654000002,0,0,0,0,0,0,,
2656,1.655000002,0,0,0,0,0,0,,
2657,1.656000002,0,0,0,0,0,0,,
2658,1.657000002,0,0,0,0,0,0,,
2659,1.658000002,0,0,0,0,0,0,,
2660,1.659000002,0,0,0,0,0,0,,
2661,1.660000002,0,0,0,0,0,0,,
2662,1.661000002,0,0,0,0,0,0,,
2663,1.662000002,0,0,0,0,0,0,,
2664,1.663000002,0,0,0,0,0,0,,
2665,1.664000002,0,0,0,0,0,0,,
2666,1.665000002,0,0,0,0,0,0,,
2667,1.666000002,0,0,0,0,0,0,,
2668,1.667000002,0,0,0,0,0,0,,
2669,1.668000002,0,0,0,0,0,0,,
2670,1.669000002,0,0,0,0,0,0,,
2671,1.670000002,0,0,0,0,0,0,,
2672,1.671000002,0,0,0,0,0,0,,
2673,1.672000002,0,0,0,0,0,0,,
2674,1.673000002,0,0,0,0,0,0,,
2675,1.674000002,0,0,0,0,0,0,,
2676,1.675000002,0,0,0,0,0,0,,
2677,1.676000002,0,0,0,0,0,0,,
2678,1.677000002,0,0,0,0,0,0,,
2679,1.678000002,0,0,0,0,0,0,,
2680,1.679000002,0,0,0,0,0,0,,
2681,1.680000002,0,0,0,0,0,0,,
2682,1.681000002,0,0,0,0,0,0,,
2683,1.682000002,0,0,0,0,0,0,,
2684,1.683000002,0,0,0,0,0,0,,
2685,1.684000002,0,0,0,0,0,0,,
2686,1.685000002,0,0,0,0,0,0,,
2687,1.686000002,0,0,0,0,0,0,,
2688,1.687000002,0,0,0,0,0,0,,
2689,1.688000002,0,0,0,0,0,0,,
2690,1.689000002,0,0,0,0,0,0,,
2691,1.690000002,0,0,0,0,0,0,,
2692,1.691000002,0,0,0,0,0,0,,
2693,1.692000002,0,0,0,0,0,0,,
2694,1.693000002,0,0,0,0,0,0,,
2695,1.694000002,0,0,0,0,0,0,,
2696,1.695000002,0,0,0,0,0,0,,
2697,1.696000002,0,0,0,0,0,0,,
2698,1.697000002,0,0,0,0,0,0,,
2699,1.698000002,0,0,0,0,0,0,,
2700,1.699000002,0,0,0,0,0,0,,
2701,1.700000002,0,0,0,0,0,0,,
2702,1.701000002,1,0,0,0,0,0,,
2703,1.702000002,1,0,0,0,0,0,,
2704,1.703000002,1,0,0,0,0,0,,
2705,1.704000002,1,0,0,0,0,0,,
2706,1.705000002,1,1,0,0,0,0,,
2707,1.706000002,1,1,0,0,0,0,,
2708,1.707000002,1,1,0,0,0,0,,
2709,1.708000002,1,1,0,0,0,0,,
2710,1.709000002,1,1,0,0,0,0,,
2711,1.710000002,1,1,0,0,0,0,,
2712,1.711000002,1,1,0,0,0,0,,
2713,1.712000002,0,1,0,0,0,0,,
2714,1.713000002,0,1,0,0,0,0,,
2715,1.714000002,0,1,0,0,0,0,,
2716,1.715000002,0,1,0,0,0,0,,
2717,1.716000002,0,0,0,0,0,0,,
2718,1.717000002,0,0,0,0,0,0,,
2719,1.718000002,0,0,0,0,0,0,,
2720,1.719000002,0,0,0,0,0,0,,
2721,1.720000002,0,0,0,0,0,0,,
2722,1.721000002,0,0,0,0,0,0,,
2723,1.722000002,0,0,0,1,0,0,,
2724,1.723000002,0,0,0,1,0,0,,
2725,1.724000002,0,0,0,1,0,1,,
2726,1.725000002,0,0,0,1,0,1,,
2727,1.726000002,0,0,0,0,0,1,,
2728,1.727000002,0,0,1,0,0,1,,
2729,1.728000002,0,0,1,0,0,1,,
2730,1.729000002,0,0,1,0,1,0,,
2731,1.730000002,0,0,1,0,1,0,,
2732,1.731000002,0,0,1,0,1,0,,
2733,1.732000002,0,0,1,0,1,0,,
2734,1.733000002,0,0,1,0,1,0,,
2735,1.734000002,0,0,1,0,1,0,,
2736,1.735000002,0,0,0,0,0,0,,
2737,1.736000002,0,0,0,0,0,0,,
2738,1.737000002,0,0,0,0,0,0,,
2739,1.738000002,0,0,0,0,0,0,,
2740,1.739000002,0,0,0,0,0,0,,
2741,1.740000002,0,0,0,0,0,0,,
2742,1.741000002,0,0,0,0,0,0,,
2743,1.742000002,0,0,0,0,0,0,,
2744,1.743000002,0,0,0,0,0,0,,
2745,1.744000002,0,0,0,0,0,0,,
2746,1.745000002,0,0,0,0,0,0,,
2747,1.746000002,0,0,0,0,0,0,,
2748,1.747000002,0,0,0,0,0,0,,
2749,1.748000002,0,0,0,0,0,0,,
2750,1.749000002,0,0,0,0,0,0,,
2751,1.750000002,0,0,0,0,0,0,,
2752,1.751000002,0,0,0,0,0,0,,
2753,1.752000002,0,0,0,0,0,0,,
2754,1.753000002,0,0,0,0,0,0,,
2755,1.754000002,0,0,0,0,0,0,,
2756,1.755000002,0,0,0,0,0,0,,
2757,1.756000002,0,0,0,0,0,0,,
2758,1.757000002,0,0,0,0,0,0,,
2759,1.758000002,0,0,0,0,0,0,,
2760,1.759000002,0,0,0,0,0,0,,
2761,1.760000002,0,0,0,0,0,0,,
2762,1.761000002,0,0,0,0,0,0,,
2763,1.762000002,0,0,0,0,0,0,,
2764,1.763000002,0,0,0,0,0,0,,
2765,1.764000002,0,0,0,0,0,0,,
2766,1.765000002,0,0,0,0,0,0,,
2767,1.766000002,0,0,0,0,0,0,,
2768,1.767000002,0,0,0,0,0,0,,
2769,1.768000002,0,0,0,0,0,0,,
2770,1.769000002,0,0,0,0,0,0,,
2771,1.770000002,0,0,0,0,0,0,,
2772,1.771000002,0,0,0,0,0,0,,
2773,1.772000002,0,0,0,0,0,0,,
2774,1.773000002,0,0,0,0,0,0,,
2775,1.774000002,0,0,0,0,0,0,,
2776,1.775000002,0,0,0,0,0,0,,
2777,1.776000002,0,0,0,0,0,0,,
2778,1.777000002,0,0,0,0,0,0,,
2779,1.778000002,0,0,0,0,0,0,,
2780,1.779000002,0,0,0,0,0,0,,
2781,1.780000002,0,0,0,0,0,0,,
2782,1.781000002,0,0,0,0,0,0,,
2783,1.782000002,0,0,0,0,0,0,,
2784,1.783000002,0,0,0,0,0,0,,
2785,1.784000002,0,0,0,0,0,0,,
2786,1.785000002,0,0,0,0,0,0,,
2787,1.786000002,0,0,0,0,0,0,,
2788,1.787000002,0,0,0,0,0,0,,
2789,1.788000002,0,0,0,0,0,0,,
2790,1.789000002,0,0,0,0,0,0,,
2791,1.790000002,0,0,0,0,0,0,,
2792,1.791000002,0,0,0,0,0,0,,
2793,1.792000002,0,0,0,0,0,0,,
2794,1.793000002,0,0,0,0,0,0,,
2795,1.794000002,0,0,0,0,0,0,,
2796,1.795000002,0,0,0,0,0,0,,
2797,1.796000002,0,0,0,0,0,0,,
2798,1.797000002,0,0,0,0,0,0,,
2799,1.798000002,0,0,0,0,0,0,,
2800,1.799000002,0,0,0,0,0,0,,
2801,1.800000002,0,0,0,0,0,0,,
2802,1.801000002,1,0,0,0,0,0,,
2803,1.802000002,1,0,0,0,0,0,,
2804,1.803000002,1,0,0,0,0,0,,
2805,1.804000002,1,0,0,0,0,0,,
2806,1.805000002,1,1,0,0,0,0,,
2807,1.806000002,1,1,0,0,0,0,,
2808,1.807000002,1,1,0,0,0,0,,
2809,1.808000002,1,1,0,0,0,0,,
2810,1.809000002,1,1,0,0,0,0,,
2811,1.810000002,1,1,0,0,0,0,,
2812,1.811000002,1,1,0,0,0,0,,
2813,1.812000002,1,1,0,0,0,0,,
2814,1.813000002,0,1,0,0,0,0,,
2815,1.814000002,0,1,0,0,0,0,,
2816,1.815000002,0,0,0,0,0,0,,
2817,1.816000002,0,0,0,0,0,0,,
2818,1.817000002,0,0,0,0,0,0,,
2819,1.818000002,0,0,0,0,0,0,,
2820,1.819000002,0,0,0,0,0,0,,
2821,1.820000002,0,0,0,0,0,0,,
2822,1.821000002,0,0,0,0,0,0,,
2823,1.822000002,0,0,0,1,0,0,,
2824,1.823000002,0,0,0,1,0,0,,
2825,1.824000002,0,0,0,1,0,1,,
2826,1.825000002,0,0,0,1,0,1,,
2827,1.826000002,0,0,0,1,0,1,,
2828,1.827000002,0,0,1,1,0,1,,
2829,1.828000002,0,0,1,1,0,0,,
2830,1.829000002,0,0,1,0,1,0,,
2831,1.830000002,0,0,1,0,1,0,,
2832,1.831000002,0,0,1,0,1,0,,
2833,1.832000002,0,0,1,0,1,0,,
2834,1.833000002,0,0,0,0,0,0,,
2835,1.834000002,0,0,0,0,0,0,,
2836,1.835000002,0,0,0,0,0,0,,
2837,1.836000002,0,0,0,0,0,0,,
2838,1.837000002,0,0,0,0,0,0,,
2839,1.838000002,0,0,0,0,0,0,,
2840,1.839000002,0,0,0,0,0,0,,
2841,1.840000002,0,0,0,0,0,0,,
2842,1.841000002,0,0,0,0,0,0,,
2843,1.842000002,0,0,0,0,0,0,,
2844,1.843000002,0,0,0,0,0,0,,
2845,1.844000002,0,0,0,0,0,0,,
2846,1.845000002,0,0,0,0,0,0,,
2847,1.846000002,0,0,0,0,0,0,,
2848,1.847000002,0,0,0,0,0,0,,
2849,1.848000002,0,0,0,0,0,0,,
2850,1.849000002,0,0,0,0,0,0,,
2851,1.850000002,0,0,0,0,0,0,,
2852,1.851000002,0,0,0,0,0,0,,
2853,1.852000002,0,0,0,0,0,0,,
2854,1.853000002,0,0,0,0,0,0,,
2855,1.854000002,0,0,0,0,0,0,,
2856,1.855000002,0,0,0,0,0,0,,
2857,1.856000002,0,0,0,0,0,0,,
2858,1.857000002,0,0,0,0,0,0,,
2859,1.858000002,0,0,0,0,0,0,,
2860,1.859000002,0,0,0,0,0,0,,
2861,1.860000002,0,0,0,0,0,0,,
2862,1.861000002,0,0,0,0,0,0,,
2863,1.862000002,0,0,0,0,0,0,,
2864,1.863000002,0,0,0,0,0,0,,
2865,1.864000002,0,0,0,0,0,0,,
2866,1.865000002,0,0,0,0,0,0,,
2867,1.866000002,0,0,0,0,0,0,,
2868,1.867000002,0,0,0,0,0,0,,
2869,1.868000002,0,0,0,0,0,0,,
2870,1.869000002,0,0,0,0,0,0,,
2871,1.870000002,0,0,0,0,0,0,,
2872,1.871000002,0,0,0,0,0,0,,
2873,1.872000002,0,0,0,0,0,0,,
2874,1.873000002,0,0,0,0,0,0,,
2875,1.874000002,0,0,0,0,0,0,,
2876,1.875000002,0,0,0,0,0,0,,
2877,1.876000002,0,0,0,0,0,0,,
2878,1.877000002,0,0,0,0,0,0,,
2879,1.878000002,0,0,0,0,0,0,,
2880,1.879000002,0,0,0,0,0,0,,
2881,1.880000002,0,0,0,0,0,0,,
2882,1.881000002,0,0,0,0,0,0,,
2883,1.882000002,0,0,0,0,0,0,,
2884,1.883000002,0,0,0,0,0,0,,
2885,1.884000002,0,0,0,0,0,0,,
